Castries,1,1,GBV Specific,4872329,7234227,,Raise Your Voice saint Lucia,NGO,Do0r Contributiuon,GBV,Legal Services,24/7,1,1,1,0,0,0,0,0,0,2
Castries,1,1,Support for Target Groups,4872329,7234227,,Raise Your Voice saint Lucia,NGO,Do0r Contributiuon,Shelter,Safe Shelter/Housing for Survivors of GBV,24/7,1,1,1,1,1,1,1,1,1,2
Castries,1,1,Support for Target Groups,518-9447,,,Empower Our Women Saint Lucia,NGO,Do0r Contributiuon,WASH,Distribution of Hygiene Kits/PPE,8-4:30 weekdays,0,0,0,0,0,0,0,0,0,2
Castries,1,0,Police/Security,456-4052,,,"Vulnerable Persons Team ",RSLPF,GOSL,Security,Emergency Response to GBV Incidents,24/7,0,0,0,0,1,0,1,0,0,3
Vieux-Fort,2,1,COVID-19/Health Information,454-6337,,,Vieux-Fort Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Vieux-Fort,2,1,COVID-19/Health Information,454-6338,,,Vieux-Fort Health Centre,Community Nursing,GOSL,Health,Specialized Sexual and Reproductive Health Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Vieux Fort,2,1,Police/Security,456-4052,,,"Vulnerable Persons Team ",Ministry of Justice,GOSL,GBV,GBV Case Management Services," 24/7",1,1,1,1,0,1,1,1,1,2
Vieux Fort,2,1,Police/Security,4563905,,,VieuxFort Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,1,1,1,1,1,1,1,1,1,4
Vieux Fort,2,1,Support for Target Groups,4549219,,,Rainbow Home,NGO,Do0r contribution & GOSL subvention,Child_Protection,Child Protection Case Management Services and Protective Services,8-4:30 weekdays,1,1,1,1,1,1,1,1,1,2
Vieux Fort,2,1,Support for Target Groups,4549219,,,Rainbow Home,NGO,Do0r contribution & GOSL subvention,Shelter,Safe Shelter/Housing for Survivors of GBV,24/7,1,1,1,1,1,1,1,1,1,2
Vieux Fort,2,1,Police/Security,285-7258,,,"Vulnerable Persons Team ",RSLPF,GOSL,Security,Emergency Response to GBV Incidents,24/7,0,1,1,0,0,0,0,0,0,3
Anse La Raye,3,1,COVID-19/Health Information,451-4225,,,Anse La Raye Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Anse La Raye,3,1,Police/Security,4563600,,,Anse La Raye Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,1,1,1,1,1,1,1,1,1,4
Castries,4,1,COVID-19/Health Information,4687720,4687722,,Babonneau Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Castries,4,1,Police/Security,4564120,,,Babonneau Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,0,0,0,0,1,0,0,1,0,4
Vieux-Fort,5,1,COVID-19/Health Information,454-8001,,,Belle Vue Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Castries,6,1,COVID-19/Health Information,452-1261,,,Bexon Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Canaries,7,1,COVID-19/Health Information,459-443,4687761,,Canaries Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Canaries,7,1,Police/Security,4563610,,,Canaries Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,0,0,1,0,0,0,0,0,0,4
Castries,8,1,COVID-19/Health Information,453-7934,,,Ciceron Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
"Choiseul ",9,1,COVID-19/Health Information,459-3971,,,Delcer Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Micoud,10,1,COVID-19/Health Information,455-0449,,,Desruisseaux Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Castries,11,1,COVID-19/Health Information,452-1873,,,Entrepot Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Soufriere,12,1,COVID-19/Health Information,459-7582,,,Etangs Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Babonneau,13,1,COVID-19/Health Information,450-5939,,,Fond Assau Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Soufriere,14,1,COVID-19/Health Information,459-7595,,,Fond St Jacques Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Vieux- Fort,15,1,COVID-19/Health Information,454-8357,,,Grace Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Gros Islet,16,1,COVID-19/Health Information,450-1651,,,Grand Riviere Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Anse La Raye,17,1,COVID-19/Health Information,451-4004,,,Jacmel Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Castries,18,1,COVID-19/Health Information,452-4303,,,La Clery Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Castries,19,1,COVID-19/Health Information,4687737,4687738,,La Crois Maingot Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Choiseul,20,1,COVID-19/Health Information,459-3238,,,La Fargue Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Babonneau,21,1,COVID-19/Health Information,458-9222,,,La Guerre Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Dennery,22,1,COVID-19/Health Information,453-3312,,,La Ressource Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Vieux Fort,23,1,COVID-19/Health Information,454-6930,,,Laborie Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Vieux Fort,23,1,Police/Security,4563645,,,Laborie Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,1,1,1,1,1,1,1,1,1,4
Micoud,24,1,COVID-19/Health Information,454-4230,,,Micoud Healthe Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Micoud,24,1,Police/Security,4563670,,,Micoud Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,1,1,1,1,1,1,1,1,1,4
Micoud,25,1,COVID-19/Health Information,455-3229,,,Mon Repos Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,0,1,1,0,0,0,0,0,0,1
Gros Islet,26,1,COVID-19/Health Information,450-1319,,,Monchy Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,0,0,0,0,0,0,0,1
Choiseul,27,1,COVID-19/Health Information,459-3123,,,Mongouge Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,1,1,1,1,1,1
Dennery,27,1,COVID-19/Health Information,453-3355,,,Richford Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,1,1,1,1,1,1
Dennery,28,1,Police/Security,4563690,,,Richford Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,1,1,1,1,1,1,1,1,1,4
Choiseul,29,1,COVID-19/Health Information,455-1589,,,Saltibus Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,0,0,0,0,0,0,0,1
Micoud,30,1,COVID-19/Health Information,455-4520,,,Ti Rocher Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,0,0,1,1
Castries,31,1,COVID-19/Health Information,452-3529,,,Ti Rocher Health Centre,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,0,0,1,1
Castries,32,1,COVID-19/Health Information,451-4247,,,Vanard Health Center,Community Nursing,GOSL,Health,Family Planning Services,8-4:30 weekdays,1,1,1,1,0,1,0,0,1,1
Undisclosed,33,1,GBV Specific,202,7300397,7163125,Women support Centre,Division of Gender Relations,GOSL subvention,Child_Protection,Child Protection Case Management Services and Protective Services,24/7,1,1,0,0,0,0,0,0,0,3
Undisclosed,33,1,GBV Specific,202,7300397,7163123,Women support Centre,Division of Gender Relations,GOSL subvention,GBV,Mental Health and Psychosocial Support services for GBV survivors,24/7,1,1,1,1,1,1,1,1,1,3
Undisclosed,33,1,GBV Specific,202,7300397,7163124,Women support Centre,Division of Gender Relations,GOSL subvention,GBV,"Awareness Raising through Mass Media Channels,",8 - 4:30 weekdays,1,1,1,1,1,1,1,1,1,3
Undisclosed,33,1,GBV Specific,202,7300397,7163123,"Women's Support Center ",Division of Gender Relations,GOSL subvention,Shelter,Safe Shelter/Housing for Survivors of GBV,24/7,1,1,1,1,1,1,1,1,1,3
Undisclosed,33,1,Other,7248104,4509089,,"New Beginings Transit Home ",Ministry of Equity,GOSL,Child_Protection,Case Management for Child Survivors of GBV,24/7,1,1,1,1,0,0,0,1,0,3
Gros Islet,34,1,Support for Target Groups,4590110,,,Holy Children's Family Home,Faith-based,Do0r contribution & GOSL subvention,Shelter,Safe Shelter/Housing for Survivors of GBV,24/7,1,1,1,1,1,1,1,1,1,3
Castries,34,1,Support for Target Groups,4527204,,,Division of Human Services / Boy Training Center,Ministry of Equity,GOSL,Child_Protection,Child Protection Case Management Services and Protective Services,24/7,1,1,1,1,0,1,0,0,0,3
Gros Islet,34,1,Police/Security,4564062,,,Rodney Bay Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,1,1,1,1,1,1,1,1,1,4
Vieux Fort,35,1,Support for Target Groups,4527204,,,Division of Human Services/ Comfort Bay/ Senior Citizens Home,Ministry of Equity,GOSL,Mental_Health_and_Psychosocial_Support,Counseling/Therapy,8-4:30 weekdays,0,0,1,0,0,0,0,0,0,3
Vieux Fort,35,1,Support for Target Groups,4527204,,,Division of Human Services/Comfort Bay/ Senior Citizens Home,Ministry of Equity,GOSL,Shelter,Safe Shelter/Housing for Survivors of GBV,24/7,1,1,1,1,1,1,1,1,1,3
Castries,36,1,COVID-19/Health Information,4596700,,,St.Judes Hospital (Sexual and Reproductive Health Clinic),Ministry of Health,GOSL,Health,Specialized Sexual and Reproductive Health Services,8 -4:30 weekdays,1,1,1,1,0,1,1,1,1,1
Micoud,36,1,COVID-19/Health Information,4596700,,,St.Judes Hospital (Emergency Department),Ministry of Health,GOSL,Health,Clinical Management of Rape,24/7,1,1,1,1,0,1,1,1,1,1
Micoud,36,1,COVID-19/Health Information,7274068,,,Owen King Hospital (Accident and Emergency Department),Ministry of Health,GOSL,Health,Clinical Management of Rape,"24,7",1,1,1,1,0,1,1,1,1,1
Soufriere,38,1,COVID-19/Health Information,4597258,,,Soufriere Respiratory Clinic,Ministry of Health,GOSL,Health,COVID-19 Response/Treatment,8-4pm Weekdays,1,1,1,1,0,1,0,0,1,1
Soufriere,38,1,COVID-19/Health Information,4597258,,,"Soufriere Hospital ",Ministry of Health,GOSL,Health,Family Planning Services,24/7,1,1,1,1,1,1,1,1,1,1
Soufriere,38,1,Police/Security,4563620,,,Soufrieere Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,1,1,1,1,1,1,1,1,1,4
Dennery,39,1,COVID-19/Health Information,4533310,,,"Dennery Respiratory Clinic ",Ministry of Health,GOSL,Health,COVID-19 Response/Treatment,8am-4pm Mon-Sat,1,1,1,1,1,1,1,1,1,1
Dennery,39,1,COVID-19/Health Information,4533310,,,Dennery Hospital,Ministry of Health,GOSL,Health,Family Planning Services,7am-12 midnight,0,1,1,0,0,0,1,0,0,1
Dennery,39,1,Police/Security,4564090,,,Dennery Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,1,1,1,1,1,1,1,1,1,4
Choiseul,40,1,Police/Security,4563635,,,Choiseul Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,0,1,1,0,0,0,0,0,1,4
Castries,41,1,Support for Target Groups,4527204,,,Division of Human Services/ New Beginings Transit Home,Ministry of Equity,GOSL,Shelter,Safe Shelter/Housing for Survivors of GBV,24/7,1,1,1,1,1,1,1,1,1,3
Castries,41,1,Support for Target Groups,4527204,,,Division of Human Services / Boy Training Center,Ministry of Equity,GOSL,Shelter,Safe Shelter/Housing for Survivors of GBV,24/7,1,1,1,1,1,1,1,1,1,3
Gros Islet,41,1,Police/Security,4563839,,,Gros Islet Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,1,1,1,1,1,1,1,1,1,4
Gros Islet,41,1,Support for Target Groups,4500976,,,United and strong,NGO,do0r contribution,GBV,"Awareness Raising through Mass Media Channels,",8 - 4:30 weekdays,1,1,1,1,1,1,1,1,1,2
Castries,42,1,Police/Security,4563885,,,Marchand Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,1,1,1,1,1,1,1,1,1,4
Marigot,43,1,Police/Security,4563829,,,Marigot Police Station,Ministry of Justice,GOSL,Security,Emergency Response to GBV Incidents,24/7,1,1,1,1,1,1,1,1,1,4
Gros Islet,46,1,Support for Target Groups,7243999,,,ProSAF,NGO,do0r contribution,GBV,Mental Health and Psychosocial Support services for GBV survivors,8 - 4:30 weekdays,1,1,0,0,0,0,0,0,0,2
Gros Islet,46,1,Support for Target Groups,7243999,,,ProSAF,NGO,do0r contribution,GBV,"Awareness Raising through Mass Media Channels,",9 - 4:30 weekdays,1,1,0,0,0,0,0,0,0,2
